run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
3389	81.0	69.0	68.0	77.24	1.6694875	1.6154499999999998
8784	34.0	28.0	0	0	0.261375	0.24075000000000002
5420	69.0	61.0	57.0	61.98	1.18285	0.9802625
7450	40.0	34.0	0	0	0.2936375	0.276175
5986	37.0	31.0	0	0	0.281875	0.2562625
7127	83.0	73.0	67.0	75.45	2.1934875000000003	2.14785
4263	46.0	35.0	0	0	0.309275	0.2818
4685	81.0	77.0	67.0	75.82	3.0717125	3.01485
4890	41.0	36.0	0	0	0.3128375	0.292925
4935	35.0	32.0	0	0	0.2792875	0.2681
5128	45.0	41.0	0	0	0.3132875	0.291375
1897	38.0	35.0	0	0	0.27273749999999997	0.256575
8712	38.0	30.0	0	0	0.2465	0.22388750000000002
3474	52.0	41.0	0	0	0.3463625	0.316225
3671	70.0	66.0	61.0	65.79	2.704425	2.7070625
7846	36.0	31.0	0	0	0.265475	0.248325
70	39.0	33.0	0	0	0.29157500000000003	0.268675
6953	99.0	86.0	70.0	75.87	2.1719999999999997	2.131175
4696	39.0	32.0	0	0	0.28071250000000003	0.26015
7094	74.0	66.0	60.0	66.03	2.0749	1.7250125
8747	82.0	77.0	72.0	74.78	2.942625	2.9522125
9125	84.0	78.0	77.0	83.36	4.54735	4.504887500000001
1961	74.0	61.0	59.0	66.54	1.1406125	1.08805
599	70.0	66.0	59.0	67.67	1.332625	1.2902749999999998
3341	78.0	69.0	63.0	70.53	3.3163875	3.2422625
5219	81.0	74.0	65.0	70.58	2.4425999999999997	2.422275
263	64.0	61.0	57.0	59.88	1.0333625	0.98565
1895	73.0	65.0	53.0	60.63	0.9337624999999999	0.9171625000000001
7595	89.0	86.0	72.0	82.01	3.371575	3.3510750000000002
1511	73.0	67.0	60.0	63.87	1.0787625	1.0253375
4979	73.0	69.0	66.0	75.47	2.138675	2.123975
2381	97.0	86.0	72.0	80.65	3.344925	3.3132375000000005
6575	79.0	68.0	65.0	76.63	2.8291125	2.7702750000000003
5615	89.0	81.0	58.0	66.5	1.2136375	1.19095
5183	97.0	70.0	58.0	68.53	1.376	1.3386625
3977	84.0	75.0	68.0	71.23	1.4622875	1.4153625
131	81.0	66.0	61.0	65.85	1.1922375	1.1520875
4463	77.0	68.0	57.0	61.88	0.9778375	0.9576
6407	81.0	71.0	63.0	73.19	3.105575	3.0743875
791	74.0	59.0	55.0	62.67	1.4177875	1.3956875
9167	80.0	75.0	64.0	69.37	3.2967625	3.2250625
7193	77.0	70.0	67.0	71.89	3.1746125	3.0816749999999997
947	85.0	71.0	68.0	70.64	1.357175	1.3018375
