post-median,post-mean,post-min,post-max,pre-median,pre-mean,pre-min,pre-max,mean-best_weights
330.5,321.82000000000005,277.1,370.3,243.0,238.4,103.0,320.0,8.554230993584284
365.8,376.65999999999997,354.0,411.4,388.0,402.6,259.0,500.0,8.549442960007362
355.6,357.7,312.5,434.6,245.0,295.6,68.0,500.0,8.544397591916848
313.0,320.04,226.7,404.0,431.0,415.2,286.0,500.0,8.544396319888007
328.6,340.53999999999996,209.2,447.9,43.0,173.2,37.0,500.0,8.510978064503707
365.0,364.12,326.5,422.6,294.0,288.0,95.0,433.0,8.494147463262594
283.4,310.64,241.2,429.8,500.0,373.6,138.0,500.0,8.492048653016155
265.9,260.7,182.4,348.2,219.0,237.6,20.0,500.0,8.462495071304026
345.2,365.86,334.0,423.9,234.0,283.6,183.0,500.0,8.464234861227167
336.7,334.5,240.1,414.1,349.0,381.0,299.0,500.0,8.468675921189538
312.1,264.6,165.0,344.2,257.0,277.6,242.0,369.0,8.452396039366825
318.3,323.41999999999996,267.9,407.3,269.0,266.0,126.0,469.0,8.448625737584209
383.6,354.24,216.4,417.7,260.0,285.8,118.0,500.0,8.442031978004197
336.0,351.9,326.5,421.6,292.0,303.0,136.0,500.0,8.461164612755702
387.5,357.1,228.5,461.6,367.0,336.4,86.0,500.0,8.473591628851691
304.8,331.17999999999995,279.4,426.3,444.0,385.0,144.0,500.0,8.46660182046528
320.6,336.3,297.1,406.6,419.0,370.6,202.0,500.0,8.491368964406856
328.0,343.12,282.8,428.0,500.0,481.2,406.0,500.0,8.471012568295437
320.4,330.41999999999996,296.1,372.4,500.0,431.4,248.0,500.0,8.450215796426587
330.8,324.78000000000003,258.5,396.9,258.0,303.0,148.0,475.0,8.448518479244347
254.2,248.42,179.6,305.0,165.0,171.4,34.0,287.0,8.460296827110342
276.2,263.0400000000001,193.0,304.3,390.0,408.2,292.0,500.0,8.426302651400459
275.3,303.08,232.1,412.8,272.0,292.6,178.0,500.0,8.421462045092968
266.6,270.23999999999995,200.9,325.4,170.0,243.0,167.0,439.0,8.434993746500115
369.5,343.70000000000005,250.9,400.8,311.0,297.8,70.0,500.0,8.414665368061
258.5,262.52,189.9,334.1,310.0,292.8,108.0,427.0,8.408407038427976
333.7,317.28000000000003,260.4,349.1,421.0,350.4,132.0,500.0,8.397712012100463
304.4,292.8,223.1,374.6,348.0,323.2,182.0,424.0,8.405668100634266
266.6,285.41999999999996,241.4,360.3,248.0,259.8,70.0,500.0,8.427482293525724
309.3,297.52,228.1,383.5,265.0,286.2,183.0,375.0,8.394421477528427
317.9,320.82,277.0,388.8,309.0,323.8,166.0,500.0,8.402006268338523
254.7,260.94,213.1,324.5,217.0,229.8,53.0,500.0,8.4276905941818
274.4,281.12,258.3,303.6,79.0,113.0,21.0,269.0,8.435699532231576
309.1,292.9,165.9,365.1,398.0,362.2,86.0,500.0,8.43374494145837
160.5,202.66,96.7,351.4,251.0,217.0,61.0,279.0,8.38676283040497
223.1,252.1,132.5,375.5,207.0,242.4,31.0,464.0,8.406770572893267
334.0,324.03999999999996,254.5,373.1,210.0,261.0,37.0,500.0,8.419700254049577
304.7,328.7,299.8,392.1,435.0,366.0,123.0,500.0,8.461516879762634
301.4,292.54,209.5,362.7,201.0,287.0,111.0,500.0,8.467132708695619
310.7,318.48,284.5,362.9,279.0,273.4,27.0,500.0,8.48454564232513
303.1,301.82000000000005,245.9,341.3,182.0,202.8,23.0,424.0,8.508808148119588
348.3,332.71999999999997,234.3,402.8,197.0,223.2,92.0,377.0,8.468847200921347
235.7,261.78000000000003,200.4,334.8,189.0,238.8,95.0,433.0,8.4711445328673
300.5,285.82000000000005,210.2,321.7,173.0,198.4,142.0,320.0,8.463048612520648
247.4,238.76000000000005,204.8,264.5,210.0,174.8,46.0,274.0,8.454107226304295
304.0,262.04,128.5,333.3,327.0,343.6,196.0,500.0,8.46013898631833
311.1,289.32,212.7,365.6,443.0,355.2,119.0,500.0,8.476869842720857
183.0,192.88000000000002,117.1,264.4,168.0,212.2,62.0,500.0,8.461185449039053
253.2,253.53999999999996,207.8,311.6,355.0,368.2,184.0,500.0,8.438653930187083
274.7,271.86,211.1,322.8,337.0,324.2,139.0,500.0,8.444335412913825
228.5,246.66000000000003,149.3,320.6,246.0,309.8,195.0,499.0,8.455352011453813
236.1,243.01999999999998,182.9,338.2,290.0,285.6,184.0,393.0,8.454318564850642
281.5,297.96,222.7,422.0,327.0,358.2,279.0,469.0,8.45459832984847
251.6,255.13999999999996,167.5,322.5,323.0,321.8,157.0,500.0,8.438382465038229
297.8,301.34000000000003,208.1,363.5,200.0,253.2,52.0,500.0,8.434553676512369
330.4,333.4200000000001,293.4,392.6,378.0,326.8,133.0,500.0,8.38483042193512
321.9,314.97999999999996,255.0,352.7,402.0,419.8,306.0,500.0,8.393399660214701
297.1,301.32,270.0,350.5,500.0,354.2,56.0,500.0,8.386675184947483
291.1,274.34,182.2,326.6,429.0,446.6,415.0,500.0,8.372966658161792
262.7,245.27999999999997,173.2,275.0,463.0,402.6,162.0,500.0,8.357107594756272
267.4,281.94000000000005,237.7,368.5,228.0,238.8,97.0,500.0,8.351699261815835
300.5,283.36,211.7,347.4,183.0,286.6,169.0,500.0,8.375295269788912
322.0,305.82,236.4,340.4,500.0,415.0,228.0,500.0,8.409118612801361
282.3,262.9,167.2,301.0,205.0,261.8,96.0,499.0,8.37467175510659
251.2,264.90000000000003,218.9,339.7,257.0,307.6,223.0,500.0,8.346776375465073
255.8,261.84000000000003,232.2,310.8,276.0,320.2,177.0,500.0,8.37662317415879
279.6,264.0,205.8,303.2,362.0,349.6,190.0,500.0,8.354415843023698
275.0,251.14000000000001,157.7,303.7,300.0,266.0,47.0,500.0,8.356749444554605
330.2,286.84000000000003,183.6,343.3,404.0,350.8,155.0,500.0,8.325275397846786
337.2,333.4,286.1,395.8,283.0,322.6,152.0,500.0,8.327850598058568
291.7,307.58,274.3,369.6,162.0,229.6,112.0,384.0,8.297683693900295
334.5,341.64,303.2,382.7,351.0,366.4,332.0,424.0,8.299617495635223
305.9,323.36,297.5,391.3,379.0,315.8,125.0,433.0,8.295936903553972
293.0,313.74,251.1,406.8,356.0,328.8,199.0,500.0,8.301881547470874
317.0,331.02,260.9,425.4,402.0,371.2,161.0,500.0,8.307980921636544
324.9,323.86,255.3,386.6,402.0,427.2,365.0,500.0,8.301559545232069
307.2,298.25999999999993,162.1,405.8,412.0,302.2,29.0,500.0,8.312084603551032
331.7,316.4,253.9,364.5,500.0,411.4,220.0,500.0,8.3081477874745
317.4,321.19999999999993,258.6,388.6,212.0,263.0,45.0,500.0,8.312556069574516
320.5,320.34,294.9,355.5,295.0,348.2,165.0,500.0,8.30253766664147
300.8,302.88,273.2,350.7,375.0,390.0,251.0,500.0,8.28048294054415
272.2,283.52,259.1,317.4,200.0,269.8,101.0,500.0,8.305904456251776
285.4,289.7,217.0,353.9,161.0,238.8,114.0,421.0,8.296010142791298
331.2,328.64,277.8,393.1,223.0,292.0,182.0,469.0,8.293702937141067
273.7,272.04,215.7,334.2,350.0,305.8,162.0,400.0,8.312871737776762
259.5,275.28000000000003,241.3,354.8,329.0,278.6,145.0,412.0,8.312896027073306
261.6,247.03999999999996,137.9,354.7,359.0,348.6,65.0,500.0,8.339006890112396
257.0,282.32,206.4,389.0,287.0,280.2,84.0,500.0,8.367589886499374
285.5,277.02,195.1,341.5,362.0,368.0,129.0,500.0,8.393207977850746
301.6,299.64,233.4,405.4,311.0,268.2,55.0,387.0,8.391728217185245
255.5,250.98000000000002,204.8,289.9,359.0,410.4,335.0,500.0,8.400088078472217
287.7,273.88,199.8,334.4,410.0,414.0,356.0,500.0,8.404659521551006
280.0,258.9,198.5,294.3,269.0,299.0,187.0,500.0,8.394311250710873
322.0,283.86,207.8,343.7,266.0,229.0,112.0,287.0,8.420640626099527
274.2,285.08000000000004,246.1,366.3,378.0,355.6,135.0,500.0,8.387097092353772
283.3,270.5,166.6,313.8,423.0,396.2,260.0,500.0,8.380744613444849
314.7,298.91999999999996,236.9,362.8,388.0,371.8,165.0,500.0,8.37737347674561
296.3,305.1,272.0,357.7,236.0,251.0,153.0,372.0,8.354517009456492
260.5,257.09999999999997,229.8,293.8,331.0,297.2,146.0,468.0,8.347861951612181
302.5,295.86,258.2,324.9,264.0,227.4,44.0,378.0,8.320157824070801
239.2,253.73999999999995,182.3,335.9,334.0,361.2,221.0,500.0,8.306019997045174
327.7,292.84000000000003,216.9,350.9,197.0,234.0,105.0,394.0,8.32794867702164
252.7,252.92000000000002,195.4,324.1,253.0,238.2,109.0,427.0,8.321728770235273
276.5,268.34,198.5,299.1,215.0,251.6,97.0,500.0,8.348748802741321
271.2,270.71999999999997,213.6,337.6,223.0,280.0,120.0,491.0,8.358954677815559
279.2,278.7,214.2,341.9,233.0,223.4,179.0,249.0,8.358207444963618
298.8,299.86,264.2,343.7,196.0,199.0,123.0,320.0,8.358957916828688
276.8,263.26000000000005,228.0,290.1,169.0,171.6,156.0,190.0,8.373115612780438
275.8,269.53999999999996,232.6,308.7,260.0,248.0,181.0,296.0,8.359668536513428
254.4,237.86000000000004,133.5,306.0,148.0,214.0,61.0,399.0,8.375202473230885
189.2,221.54000000000002,128.4,370.6,130.0,124.2,49.0,196.0,8.32248669773319
216.1,219.88000000000002,181.2,295.0,138.0,157.6,28.0,353.0,8.317109766274775
226.5,228.88000000000002,169.5,313.1,241.0,235.0,33.0,358.0,8.32484708133091
276.1,275.52000000000004,252.7,297.0,268.0,299.8,78.0,500.0,8.314506775472408
294.8,269.7,185.5,349.9,139.0,220.6,76.0,500.0,8.345902349184112
285.6,279.91999999999996,244.6,308.1,273.0,308.4,26.0,500.0,8.329610508775298
230.5,230.56,201.6,254.1,313.0,341.0,226.0,500.0,8.363983274528612
233.3,235.88000000000002,162.4,329.3,279.0,269.0,89.0,500.0,8.344098238825637
179.3,196.51999999999998,138.0,278.4,52.0,164.4,25.0,377.0,8.368602062874375
247.4,240.76,161.2,313.5,268.0,243.8,47.0,437.0,8.354014345399253
254.6,252.11999999999998,168.8,336.4,181.0,155.2,26.0,352.0,8.368063203279355
216.8,228.08,160.8,299.3,142.0,146.4,51.0,236.0,8.339794364980234
273.6,263.48,211.4,302.7,318.0,326.2,81.0,500.0,8.333526081855236
281.3,287.24,248.4,332.7,241.0,256.0,222.0,351.0,8.330552840265558
186.8,215.94,141.2,336.0,311.0,302.0,105.0,500.0,8.27653136816251
289.0,288.18,183.5,381.6,251.0,250.6,99.0,386.0,8.298376195755985
227.8,251.16,203.9,341.7,300.0,335.6,242.0,500.0,8.31159100863811
294.7,285.28,222.8,353.1,298.0,322.4,165.0,500.0,8.343782367508025
301.5,285.3,199.0,350.2,255.0,256.6,52.0,500.0,8.301749629361233
294.5,301.84000000000003,185.8,416.0,366.0,331.0,111.0,500.0,8.298375664800757
352.7,336.67999999999995,288.3,369.8,232.0,257.0,48.0,500.0,8.260291499185975
382.4,373.7,318.3,418.1,268.0,320.2,245.0,500.0,8.281271331441
297.0,297.18,264.7,346.3,500.0,401.6,155.0,500.0,8.307973627503904
281.1,286.2,247.6,348.2,369.0,398.0,272.0,500.0,8.284572992939653
296.4,283.56000000000006,249.0,312.7,454.0,423.8,271.0,500.0,8.291576238461985
340.0,325.2,278.4,372.9,301.0,314.2,220.0,420.0,8.280674244321618
317.2,322.73999999999995,259.8,405.3,320.0,312.8,151.0,403.0,8.261802063705021
313.7,297.38,254.1,338.8,459.0,400.0,192.0,500.0,8.229201060335713
305.8,310.6,266.9,353.4,361.0,333.6,161.0,460.0,8.240369377918368
342.9,331.34000000000003,263.1,359.5,300.0,285.0,97.0,500.0,8.25238581105785
305.3,292.4,251.9,344.5,325.0,280.2,98.0,472.0,8.228232854830889
271.4,287.25999999999993,229.6,381.7,347.0,323.6,128.0,496.0,8.219618325134029
299.8,293.0,227.8,332.8,298.0,305.2,189.0,407.0,8.242545047337423
286.5,299.8,272.3,345.0,401.0,332.2,137.0,500.0,8.211566996673309
269.4,300.3,227.4,409.4,314.0,323.2,116.0,500.0,8.189110558440676
326.5,304.78000000000003,259.1,338.5,295.0,355.8,210.0,500.0,8.174175505729488
306.6,315.58000000000004,279.5,371.0,430.0,422.2,363.0,500.0,8.195157376115478
338.2,320.67999999999995,191.1,415.7,212.0,222.8,45.0,361.0,8.228508243985283
348.7,348.08000000000004,317.8,370.7,500.0,406.6,33.0,500.0,8.218188594932817
336.6,343.9,282.1,424.5,303.0,341.2,175.0,500.0,8.237542660620466
320.5,328.34000000000003,276.5,426.3,273.0,350.2,212.0,500.0,8.219985472013665
365.0,355.44,274.5,428.6,270.0,310.2,175.0,480.0,8.167082816894133
277.3,290.86,193.5,432.9,300.0,342.8,219.0,500.0,8.178562581364444
346.2,340.0,275.0,400.9,270.0,317.8,228.0,500.0,8.180255159600087
309.2,289.2,212.9,353.3,279.0,260.8,98.0,500.0,8.170818747972048
332.5,328.65999999999997,203.5,422.1,117.0,145.4,35.0,281.0,8.185105879950763
304.4,319.38,254.2,389.9,315.0,300.8,56.0,500.0,8.176424608722861
341.7,348.14000000000004,300.6,392.7,373.0,414.4,344.0,500.0,8.192022162182496
362.2,330.78,226.7,378.6,404.0,395.0,311.0,500.0,8.175736883026545
360.3,343.54,261.2,386.1,348.0,338.2,170.0,500.0,8.146174401118252
338.6,318.64,224.5,403.5,239.0,238.6,183.0,304.0,8.157579427881409
300.2,303.32000000000005,209.7,434.7,307.0,282.8,54.0,486.0,8.177391662279993
352.0,318.4,199.0,377.4,179.0,188.2,133.0,280.0,8.19876860871055
344.6,344.06000000000006,282.7,436.2,216.0,265.6,92.0,418.0,8.181892750207158
336.7,339.06,295.3,389.0,380.0,351.8,101.0,500.0,8.162701574483789
319.8,348.78000000000003,292.0,475.0,412.0,383.4,234.0,490.0,8.127595859108201
301.0,312.59999999999997,210.2,377.6,321.0,327.0,129.0,500.0,8.118567289474878
314.4,328.28000000000003,275.7,374.0,331.0,325.6,187.0,436.0,8.12302290048737
359.0,363.78000000000003,337.1,399.7,500.0,500.0,500.0,500.0,8.136400556148173
359.9,347.22,279.7,385.7,319.0,307.0,27.0,500.0,8.116251469457936
393.6,389.24,333.7,449.0,500.0,384.8,160.0,500.0,8.131783395533091
317.7,308.62,213.0,387.4,450.0,388.0,162.0,500.0,8.107075523385031
365.8,359.46000000000004,274.6,429.0,392.0,378.0,239.0,500.0,8.072558983476677
361.3,372.15999999999997,347.3,406.7,429.0,439.6,382.0,500.0,8.063006515724211
365.1,362.08,328.8,418.2,278.0,266.0,218.0,323.0,8.070805564487115
296.3,315.73999999999995,263.5,395.0,220.0,189.2,24.0,407.0,8.082179870049302
372.7,369.65999999999997,312.9,437.9,300.0,311.0,24.0,500.0,8.095834319786999
393.2,386.7799999999999,308.1,445.1,272.0,289.0,70.0,500.0,8.093851703846353
330.2,301.38,185.8,350.3,261.0,292.0,108.0,500.0,8.090760232857198
361.7,356.44,273.2,426.9,284.0,309.8,163.0,500.0,8.066422918607309
420.8,403.32,329.6,482.7,263.0,307.2,103.0,500.0,8.055996512456055
416.1,384.93999999999994,311.9,443.8,411.0,355.2,18.0,500.0,8.065050336668719
376.4,385.06000000000006,342.5,424.2,423.0,389.2,249.0,500.0,8.101276875134124
364.5,325.58000000000004,233.4,372.6,459.0,376.6,102.0,500.0,8.135068403538831
366.4,375.62,354.5,401.9,458.0,387.2,116.0,500.0,8.12626747196416
404.4,417.64,364.4,472.1,424.0,370.4,95.0,500.0,8.175441541625998
327.4,339.34,295.2,387.3,339.0,342.6,123.0,500.0,8.202089628453132
368.5,378.56,305.8,437.4,318.0,322.2,104.0,500.0,8.21230659534345
392.5,374.34000000000003,290.3,437.4,390.0,422.2,340.0,500.0,8.204618301472289
369.0,379.86,359.4,428.3,500.0,399.2,148.0,500.0,8.19275460064672
361.3,372.65999999999997,277.4,472.0,349.0,346.2,158.0,500.0,8.196124474024334
384.9,387.82,289.0,450.5,346.0,375.8,273.0,500.0,8.213392006815806
360.5,363.98,269.4,445.0,384.0,329.6,106.0,500.0,8.22514973517612
392.3,373.08000000000004,327.4,406.1,335.0,357.6,230.0,500.0,8.242378889305723
423.4,408.76000000000005,334.6,443.9,500.0,468.0,340.0,500.0,8.191742280918067
366.2,364.21999999999997,349.4,387.3,500.0,386.4,205.0,500.0,8.223020954214453
370.9,371.41999999999996,314.5,461.8,409.0,356.2,75.0,500.0,8.223243190288233
377.0,375.7,337.1,413.3,369.0,363.8,266.0,500.0,8.191334804013154
311.2,334.0,290.1,404.9,500.0,443.2,216.0,500.0,8.230186647712042
341.7,356.58,340.3,410.9,474.0,416.4,231.0,500.0,8.218029510058019
299.5,295.6,210.7,373.8,348.0,329.6,57.0,483.0,8.268399237872048
366.9,368.74000000000007,334.1,400.4,500.0,454.2,372.0,500.0,8.255560213706998
335.0,338.86,290.7,392.9,280.0,272.2,61.0,500.0,8.262785015997919
317.7,312.88,289.2,338.2,276.0,321.0,116.0,500.0,8.218005918554645
321.6,293.86,125.9,363.5,389.0,328.2,59.0,500.0,8.268856704262646
355.2,361.72,333.7,395.4,412.0,361.2,237.0,463.0,8.257563286003986
307.2,327.44,221.8,466.6,268.0,300.4,140.0,500.0,8.266294708717629
331.2,334.21999999999997,287.5,379.8,336.0,378.8,246.0,500.0,8.311220678140652
276.0,284.88,160.5,431.1,500.0,435.2,176.0,500.0,8.297106129114182
292.1,310.86,261.1,406.2,185.0,226.2,106.0,381.0,8.301519474620198
353.9,334.05999999999995,284.2,379.9,137.0,255.6,54.0,500.0,8.2639971598536
304.5,310.44,223.9,374.0,366.0,359.2,145.0,500.0,8.331995001139857
356.5,351.4,274.4,411.6,500.0,425.2,180.0,500.0,8.311224471198955
363.4,345.17999999999995,254.8,405.3,268.0,315.2,126.0,500.0,8.32905942441506
291.9,281.8,214.6,328.3,366.0,350.6,164.0,500.0,8.334122244897472
259.6,283.62,205.9,356.4,250.0,231.6,127.0,372.0,8.311339736043948
380.8,366.58000000000004,299.8,425.1,144.0,178.0,58.0,362.0,8.297274076295572
338.2,330.30000000000007,295.1,370.3,295.0,275.0,54.0,453.0,8.291260186022281
269.9,257.94,225.8,279.2,338.0,285.8,164.0,375.0,8.308921428178204
253.7,236.3,99.5,299.0,147.0,216.0,142.0,500.0,8.307391278759171
347.0,343.46000000000004,318.2,356.9,318.0,300.4,88.0,500.0,8.28009654461465
358.7,338.24000000000007,202.1,418.0,400.0,381.4,272.0,500.0,8.27680853492902
339.6,329.34,271.3,391.1,252.0,270.2,20.0,500.0,8.277561997014566
296.3,316.82000000000005,227.4,444.2,363.0,328.6,86.0,500.0,8.267026387478966
336.6,343.96,302.3,429.0,427.0,355.6,158.0,500.0,8.240592755116266
260.8,258.7,188.3,295.1,219.0,240.8,202.0,295.0,8.234358708983114
258.5,281.5,159.9,392.0,76.0,136.2,22.0,314.0,8.255471418821022
312.2,304.9,246.1,343.5,500.0,404.4,196.0,500.0,8.292516192274062
375.3,370.59999999999997,290.0,474.9,252.0,211.2,84.0,334.0,8.325454182459339
421.0,348.12,146.3,428.5,339.0,326.6,85.0,500.0,8.328116600224533
335.8,358.12,280.6,470.1,271.0,228.8,79.0,402.0,8.342621291040746
401.2,399.54,372.5,420.3,270.0,292.4,189.0,500.0,8.326363352948318
367.2,357.82,300.5,401.3,325.0,331.6,12.0,500.0,8.290245555468061
370.5,358.24,282.7,420.7,332.0,321.0,114.0,500.0,8.257332349779864
332.6,342.50000000000006,299.1,400.6,314.0,345.6,112.0,500.0,8.255421291084668
340.1,334.35999999999996,234.2,429.5,247.0,311.8,151.0,500.0,8.25460991811178
346.0,330.1,228.6,403.3,461.0,363.0,151.0,500.0,8.275811650509038
311.3,331.34000000000003,240.6,443.1,332.0,355.4,182.0,500.0,8.261850601858814
380.5,380.16,336.3,428.1,268.0,307.4,219.0,500.0,8.288358768409841
356.9,340.8,204.4,406.3,317.0,266.2,173.0,334.0,8.275934721109703
382.6,360.86,278.1,412.9,500.0,423.6,292.0,500.0,8.316167486511809
375.4,354.14,249.4,460.3,328.0,312.6,109.0,500.0,8.316288569979537
362.2,346.94,282.9,411.4,238.0,257.0,150.0,500.0,8.294983602229237
411.3,412.34,329.9,465.6,465.0,438.6,325.0,500.0,8.340719662433703
445.7,455.0,414.7,499.0,487.0,456.2,381.0,500.0,8.32166848124578
415.4,415.93999999999994,374.4,445.8,464.0,420.6,308.0,500.0,8.321694677869912
368.8,365.04,310.3,404.6,299.0,341.8,195.0,500.0,8.31259148041248
407.1,404.0,378.6,431.6,393.0,400.2,262.0,500.0,8.336237095523662
400.4,417.06000000000006,385.6,468.5,500.0,426.6,277.0,500.0,8.35701944999839
417.8,380.65999999999997,180.5,451.7,391.0,356.6,92.0,500.0,8.363978865420304
315.0,336.86,293.0,442.9,500.0,362.0,136.0,500.0,8.357941906973014
355.5,362.08000000000004,312.7,417.8,398.0,374.0,150.0,500.0,8.365286608614095
399.4,354.32,246.8,417.5,500.0,424.8,144.0,500.0,8.365822406910109
396.0,401.67999999999995,344.8,485.3,440.0,350.2,52.0,500.0,8.351803319473017
359.3,345.02,237.6,397.2,296.0,299.8,158.0,500.0,8.340265474283582
381.6,350.71999999999997,239.4,437.7,500.0,420.4,256.0,500.0,8.334089572136255
425.6,427.6,377.6,490.6,290.0,261.2,168.0,307.0,8.35155171711916
407.5,401.7,329.8,491.6,500.0,402.6,114.0,500.0,8.4172552363743
414.1,381.96,256.6,440.5,500.0,409.4,176.0,500.0,8.392730454704912
419.4,416.14000000000004,385.8,457.4,386.0,401.4,276.0,500.0,8.399256888223556
376.9,383.9,317.5,496.5,155.0,267.0,82.0,500.0,8.427280766588462
387.9,403.41999999999996,379.3,468.9,396.0,418.6,361.0,500.0,8.48485079547282
431.5,414.9799999999999,351.5,450.3,500.0,482.0,410.0,500.0,8.509352527960392
382.2,360.14,279.8,423.1,500.0,500.0,500.0,500.0,8.534903053393135
363.0,380.5,347.5,427.2,500.0,425.6,306.0,500.0,8.487068478959785
403.8,400.16,358.5,456.0,500.0,457.0,371.0,500.0,8.49746196677015
337.0,333.52,274.7,371.1,254.0,318.4,163.0,500.0,8.44469910842839
396.7,366.91999999999996,262.6,404.4,285.0,315.2,170.0,500.0,8.41978288107278
395.7,377.38,273.8,434.2,432.0,377.0,146.0,500.0,8.430403591691123
362.0,378.62,347.7,423.7,498.0,421.8,253.0,500.0,8.403207769087023
365.8,390.26000000000005,309.9,472.1,347.0,356.2,195.0,500.0,8.47143153629646
408.9,392.0,334.5,432.6,500.0,442.6,226.0,500.0,8.491553493904464
420.8,393.76,276.1,480.6,419.0,403.0,282.0,500.0,8.480229186373691
414.6,419.53999999999996,362.9,471.2,500.0,445.4,327.0,500.0,8.48821804808748
457.3,455.44000000000005,418.1,486.8,500.0,393.2,108.0,500.0,8.485199174559394
426.1,429.75999999999993,363.5,485.9,500.0,473.6,368.0,500.0,8.451086614372132
383.1,400.62,317.1,465.5,500.0,436.4,281.0,500.0,8.421379718139162
375.4,383.78000000000003,336.0,436.1,500.0,481.4,407.0,500.0,8.38951590165927
427.0,414.56000000000006,371.6,459.8,492.0,421.0,293.0,500.0,8.366538871905647
424.7,409.52000000000004,336.2,440.6,500.0,352.8,48.0,500.0,8.329476439148864
394.4,420.16,385.2,484.7,500.0,447.4,258.0,500.0,8.315457403367349
452.9,450.9,415.5,493.9,482.0,418.6,260.0,500.0,8.330767991799252
449.4,443.48,390.1,476.4,434.0,386.0,169.0,500.0,8.288694676819112
437.6,434.36,383.2,467.4,500.0,455.2,312.0,500.0,8.222840245563694
442.6,437.68,386.5,471.0,500.0,465.8,329.0,500.0,8.244355191142642
437.6,445.14000000000004,427.9,465.3,500.0,445.8,246.0,500.0,8.246245621507915
404.2,398.54,349.0,424.0,422.0,393.6,223.0,500.0,8.226093882676954
443.2,442.58000000000004,385.4,487.8,491.0,422.8,234.0,500.0,8.205924971180274
417.9,412.66,317.8,468.2,500.0,387.6,166.0,500.0,8.18281958495236
418.6,404.0,324.7,438.3,437.0,416.6,229.0,500.0,8.173869601577913
454.5,461.38,433.0,500.0,440.0,431.6,355.0,500.0,8.166505534851607
446.0,416.14,346.2,467.7,500.0,438.6,344.0,500.0,8.158672645845733
428.7,428.9799999999999,398.1,462.0,500.0,492.6,463.0,500.0,8.114920945361543
448.7,434.86,369.1,465.0,268.0,305.2,209.0,500.0,8.075151554552995
422.8,418.74000000000007,354.6,464.1,492.0,453.2,291.0,500.0,8.08656654152024
454.8,442.0200000000001,387.5,476.7,500.0,450.4,252.0,500.0,8.102018479841899
416.0,420.5,347.2,480.3,500.0,431.2,298.0,500.0,8.037916166540208
440.3,441.32,386.1,493.7,461.0,383.4,213.0,500.0,8.022524497124415
458.1,467.03999999999996,441.1,500.0,500.0,500.0,500.0,500.0,7.982150465872407
457.9,453.34000000000003,443.6,460.5,500.0,500.0,500.0,500.0,7.961441699267449
474.7,462.26000000000005,415.5,478.5,500.0,500.0,500.0,500.0,7.957748535360026
473.6,458.24000000000007,409.3,500.0,500.0,484.8,424.0,500.0,7.9640342243850855
463.7,453.16,403.7,492.1,500.0,464.4,348.0,500.0,7.959500254009682
461.8,459.85999999999996,437.7,479.5,500.0,413.0,207.0,500.0,7.922678646112838
458.3,434.9,308.7,490.3,289.0,340.2,181.0,500.0,7.8816521769693875
463.2,447.62,357.5,490.9,490.0,403.8,169.0,500.0,7.879421977722452
413.3,418.6,408.1,431.6,307.0,346.8,172.0,500.0,7.868857425896574
432.4,417.65999999999997,297.9,470.1,424.0,359.4,172.0,500.0,7.913019442636398
434.5,448.08000000000004,422.6,482.1,500.0,500.0,500.0,500.0,7.879015605350012
412.7,413.4,375.8,453.4,500.0,375.8,165.0,500.0,7.882415873872436
379.5,388.64,345.9,444.0,500.0,449.4,247.0,500.0,7.8612957721378365
444.4,445.06000000000006,400.4,484.7,500.0,492.8,464.0,500.0,7.856659909930402
425.1,418.2999999999999,373.6,486.9,500.0,450.8,304.0,500.0,7.862785243670147
426.1,411.32,353.6,463.4,360.0,387.8,277.0,500.0,7.8362469807889035
426.3,432.12000000000006,363.8,491.8,456.0,394.0,75.0,500.0,7.832706177261139
426.0,425.0,392.6,452.8,384.0,364.2,163.0,500.0,7.874055202505013
419.6,410.35999999999996,347.9,470.0,500.0,453.2,308.0,500.0,7.902645071608715
413.7,409.52,362.8,441.1,500.0,500.0,500.0,500.0,7.896015669665978
438.3,436.14,379.9,500.0,500.0,500.0,500.0,500.0,7.896599636567022
428.3,442.14000000000004,411.2,484.2,500.0,451.6,258.0,500.0,7.909618340011745
438.3,447.84,411.3,485.9,500.0,500.0,500.0,500.0,7.910310655078327
455.3,446.4,372.6,486.3,500.0,500.0,500.0,500.0,7.941414551547
442.8,437.86,417.4,454.2,500.0,394.4,159.0,500.0,7.9713701569435536
393.1,393.04,324.9,457.9,500.0,421.6,251.0,500.0,8.001321859668666
428.3,416.53999999999996,305.0,470.7,500.0,461.0,305.0,500.0,8.008490644341004
467.5,416.86,261.1,500.0,500.0,409.8,262.0,500.0,7.998447302641925
430.1,419.93999999999994,332.8,486.8,500.0,359.2,89.0,500.0,7.980318770538554
458.4,458.78000000000003,424.4,485.9,500.0,453.8,269.0,500.0,7.984464390812609
441.5,430.34,355.6,469.4,500.0,451.8,367.0,500.0,7.959788630302053
421.2,414.2,346.4,462.4,500.0,455.0,275.0,500.0,7.9740261902586385
412.2,403.58,366.1,435.2,500.0,450.0,299.0,500.0,7.931042458627338
407.6,392.64,235.3,474.4,467.0,416.6,267.0,500.0,7.906963738749718
365.9,376.9,302.3,437.9,344.0,309.0,56.0,500.0,7.91002904350658
453.3,451.32,419.7,485.3,500.0,477.6,388.0,500.0,7.91661715539755
